Pokemon_1,Pokemon_2,Winner
Flygon,Dunsparce,Flygon
Doublade,Taillow,Doublade
Machamp,Seismitoad,Seismitoad
Metapod,Joltik,Joltik
Piloswine,Shelmet,Piloswine
Bonsly,Hitmonchan,Hitmonchan
Groudon,Sigilyph,Groudon
Mightyena,Clefairy,Mightyena
Sawk,Mightyena,Mightyena
HoopaHoopa Unbound,Scraggy,HoopaHoopa Unbound
Tepig,ShayminLand Forme,ShayminLand Forme
Flaaffy,Combusken,Combusken
Bidoof,Drowzee,Drowzee
Beedrill,Rhyperior,Rhyperior
Mantine,Heliolisk,Heliolisk
Larvesta,Dewott,Dewott
Hippopotas,Loudred,Loudred
DeoxysAttack Forme,Chespin,DeoxysAttack Forme
Grovyle,Slowking,Grovyle
HeracrossMega Heracross,Remoraid,HeracrossMega Heracross
Toxicroak,Pyroar,Pyroar
Aurorus,Chesnaught,Chesnaught
Krookodile,KyuremWhite Kyurem,KyuremWhite Kyurem
Sawk,Bronzong,Sawk
DarmanitanStandard Mode,Huntail,Huntail
Caterpie,MeowsticMale,MeowsticMale
Gardevoir,Goldeen,Gardevoir
BanetteMega Banette,Magby,BanetteMega Banette
Aipom,Snubbull,Aipom
KeldeoOrdinary Forme,Simisear,KeldeoOrdinary Forme
Slaking,Lugia,Lugia
Snorunt,Dragalge,Dragalge
DeoxysAttack Forme,TornadusTherian Forme,DeoxysAttack Forme
MeowsticFemale,Spheal,MeowsticFemale
Ambipom,Pignite,Ambipom
Teddiursa,Marshtomp,Marshtomp
BlastoiseMega Blastoise,Maractus,BlastoiseMega Blastoise
RotomMow Rotom,Walrein,RotomMow Rotom
Crustle,Snubbull,Crustle
Crobat,Sentret,Crobat
Registeel,SableyeMega Sableye,Registeel
Ferrothorn,Mienfoo,Ferrothorn
Inkay,Vanillite,Inkay
LandorusIncarnate Forme,Zygarde50% Forme,LandorusIncarnate Forme
Huntail,Deino,Huntail
Steelix,Quilladin,Quilladin
Whirlipede,Nidoqueen,Nidoqueen
Helioptile,Finneon,Finneon
Tranquill,Skiddo,Tranquill
Dragalge,Chimecho,Chimecho
Floatzel,Foongus,Floatzel
Patrat,CameruptMega Camerupt,CameruptMega Camerupt
Zekrom,Sceptile,Sceptile
Baltoy,Torkoal,Torkoal
Skrelp,Lillipup,Lillipup
Wigglytuff,Bibarel,Bibarel
Marowak,BeedrillMega Beedrill,BeedrillMega Beedrill
Linoone,Greninja,Greninja
Kakuna,Vulpix,Vulpix
Heracross,Cinccino,Cinccino
Nidorino,PidgeotMega Pidgeot,PidgeotMega Pidgeot
Foongus,Maractus,Maractus
Shieldon,DeoxysDefense Forme,DeoxysDefense Forme
HeracrossMega Heracross,Relicanth,HeracrossMega Heracross
Qwilfish,Nidoran♂,Qwilfish
Cloyster,Luxio,Cloyster
Yamask,Diancie,Diancie
PumpkabooLarge Size,Infernape,Infernape
Seviper,Doublade,Doublade
LucarioMega Lucario,Swanna,LucarioMega Lucario
Gothorita,Azelf,Azelf
Slowking,Rayquaza,Rayquaza
Basculin,Wailmer,Wailmer
Zygarde50% Forme,Eelektrik,Zygarde50% Forme
Pawniard,Lotad,Pawniard
Wigglytuff,Totodile,Wigglytuff
Jynx,Flabébé,Jynx
Zoroark,Shinx,Zoroark
DarmanitanStandard Mode,Ninetales,Ninetales
Boldore,Croconaw,Croconaw
Poliwrath,Weedle,Poliwrath
Psyduck,Seedot,Psyduck
Furfrou,Timburr,Furfrou
Whismur,Chikorita,Chikorita
Lillipup,PumpkabooSmall Size,PumpkabooSmall Size
Forretress,DeoxysNormal Forme,DeoxysNormal Forme
Musharna,Maractus,Maractus
Gallade,KangaskhanMega Kangaskhan,KangaskhanMega Kangaskhan
Ninjask,Dusclops,Dusclops
Dusclops,Pawniard,Dusclops
Gardevoir,Delphox,Delphox
Swanna,Grimer,Swanna
Tentacool,Phantump,Tentacool
Kricketot,Greninja,Greninja
Exploud,Chingling,Exploud
Malamar,Machop,Malamar
Phantump,Munna,Phantump
Torchic,Nincada,Torchic
Machoke,Stunfisk,Stunfisk
Clawitzer,Regigigas,Regigigas
Kingdra,Magnezone,Magnezone
Carracosta,DarmanitanZen Mode,DarmanitanZen Mode
KyogrePrimal Kyogre,Shiftry,KyogrePrimal Kyogre
Cyndaquil,Celebi,Celebi
VenusaurMega Venusaur,Fletchinder,VenusaurMega Venusaur
Gliscor,Spearow,Gliscor
Raichu,Mienshao,Raichu
Medicham,Vivillon,Vivillon
Cubone,Politoed,Politoed
Salamence,Starly,Salamence
Diglett,Snover,Snover
Bayleef,GyaradosMega Gyarados,GyaradosMega Gyarados
Magikarp,Starmie,Starmie
Gastly,Monferno,Monferno
Noivern,Ekans,Noivern
Skiddo,Electabuzz,Electabuzz
Sharpedo,Fraxure,Fraxure
Kyurem,Raticate,Kyurem
Hippopotas,Sandslash,Sandslash
Doduo,Glameow,Glameow
Lopunny,Archeops,Archeops
Alomomola,Armaldo,Armaldo
Phantump,Pawniard,Pawniard
Croagunk,Octillery,Octillery
Swellow,Kecleon,Swellow
Shelgon,Starmie,Starmie
Gastly,Deino,Deino
Kabuto,Surskit,Kabuto
Cottonee,Shelgon,Shelgon
Stunky,Heatmor,Heatmor
Volcarona,Amoonguss,Volcarona
Aipom,PumpkabooSmall Size,PumpkabooSmall Size
PumpkabooSuper Size,RotomMow Rotom,RotomMow Rotom
Tangrowth,Clefable,Clefable
Ninetales,Happiny,Ninetales
Hitmonchan,Torterra,Hitmonchan
Exploud,Arbok,Arbok
Gengar,Pansear,Gengar
Shinx,Diggersby,Diggersby
Beartic,Taillow,Beartic
Totodile,Snover,Snover
Doduo,Ludicolo,Ludicolo
Probopass,Piplup,Probopass
Marowak,Oddish,Marowak
Moltres,Hitmontop,Moltres
Chansey,RotomFan Rotom,RotomFan Rotom
Pidgeotto,BeedrillMega Beedrill,BeedrillMega Beedrill
Spritzee,Linoone,Linoone
Octillery,Spiritomb,Octillery
Pelipper,Monferno,Monferno
Clefairy,Mareep,Mareep
Ivysaur,Klink,Ivysaur
Mesprit,Excadrill,Excadrill
Sandshrew,Beartic,Beartic
Patrat,Musharna,Musharna
Graveler,Malamar,Malamar
SwampertMega Swampert,Mankey,SwampertMega Swampert
Phantump,LopunnyMega Lopunny,LopunnyMega Lopunny
Drifblim,Golett,Drifblim
Quilava,Samurott,Samurott
Drifblim,Sudowoodo,Sudowoodo
Sylveon,Tyranitar,Tyranitar
Honedge,Alakazam,Alakazam
Purugly,Phantump,Purugly
Darkrai,Mantine,Mantine
Slowbro,Magcargo,Slowbro
Rhyperior,Butterfree,Rhyperior
GourgeistSuper Size,Golbat,Golbat
DarmanitanStandard Mode,Lopunny,Lopunny
Zubat,Remoraid,Remoraid
Seaking,Binacle,Seaking
Politoed,Misdreavus,Misdreavus
Growlithe,MawileMega Mawile,MawileMega Mawile
AegislashBlade Forme,Hariyama,Hariyama
Ninjask,Metagross,Metagross
Blitzle,Arceus,Arceus
Litleo,Herdier,Litleo
Venipede,Feraligatr,Feraligatr
Combusken,LopunnyMega Lopunny,LopunnyMega Lopunny
Tangrowth,Aron,Tangrowth
KyogrePrimal Kyogre,VenusaurMega Venusaur,KyogrePrimal Kyogre
Kakuna,Floette,Floette
Ralts,Pancham,Pancham
Rufflet,Froslass,Froslass
Fraxure,TornadusTherian Forme,TornadusTherian Forme
Glameow,Togetic,Togetic
Blissey,Combee,Blissey
Honchkrow,Chandelure,Chandelure
Granbull,Vespiquen,Vespiquen
GardevoirMega Gardevoir,Sceptile,Sceptile
Persian,Porygon-Z,Porygon-Z
Burmy,Venonat,Venonat
Carvanha,Exeggcute,Carvanha
Ledian,Butterfree,Ledian
Armaldo,Bunnelby,Armaldo
Seviper,Unfezant,Unfezant
Natu,Cyndaquil,Cyndaquil
Virizion,Spinda,Virizion
Psyduck,Conkeldurr,Conkeldurr
Manaphy,Aipom,Manaphy
Blaziken,Trevenant,Trevenant
Electivire,Metang,Metang
Skuntank,GlalieMega Glalie,GlalieMega Glalie
Jolteon,Pancham,Jolteon
Kricketune,Sudowoodo,Kricketune
Plusle,Helioptile,Plusle
Fennekin,Lileep,Lileep
Nidorina,Jirachi,Jirachi
SalamenceMega Salamence,Fearow,SalamenceMega Salamence
Arcanine,Durant,Durant
Weepinbell,WormadamPlant Cloak,WormadamPlant Cloak
Primeape,Turtwig,Primeape
Venomoth,Torkoal,Torkoal
Helioptile,Blissey,Blissey
Braixen,SteelixMega Steelix,SteelixMega Steelix
AbomasnowMega Abomasnow,Braviary,Braviary
Taillow,Mime Jr.,Taillow
Gallade,Marowak,Gallade
Aurorus,MeloettaAria Forme,MeloettaAria Forme
Mesprit,Vullaby,Mesprit
Donphan,Ferrothorn,Ferrothorn
Weedle,Purrloin,Purrloin
Umbreon,Shedinja,Umbreon
Infernape,Baltoy,Infernape
Munna,Shroomish,Shroomish
Illumise,Wurmple,Illumise
VenusaurMega Venusaur,Zigzagoon,VenusaurMega Venusaur
Kangaskhan,Aerodactyl,Aerodactyl
Gothitelle,HeracrossMega Heracross,HeracrossMega Heracross
Numel,Poochyena,Numel
Kecleon,Ludicolo,Ludicolo
Tropius,Drowzee,Tropius
AmpharosMega Ampharos,Scraggy,AmpharosMega Ampharos
Petilil,Haunter,Haunter
Bergmite,Kabutops,Kabutops
Shelgon,Genesect,Genesect
Scrafty,Palkia,Palkia
Swablu,Gyarados,Gyarados
Purrloin,AggronMega Aggron,AggronMega Aggron
Minccino,Cinccino,Cinccino
Registeel,Arceus,Arceus
Grumpig,Swirlix,Grumpig
Oddish,Wobbuffet,Wobbuffet
WormadamPlant Cloak,Dustox,Dustox
Turtwig,Goomy,Goomy
Swablu,Eelektross,Eelektross
AltariaMega Altaria,Bunnelby,AltariaMega Altaria
Ambipom,Seadra,Seadra
Stantler,Gulpin,Stantler
Buneary,Victreebel,Victreebel
Zweilous,Reshiram,Reshiram
Haxorus,MewtwoMega Mewtwo X,MewtwoMega Mewtwo X
Gliscor,Marowak,Marowak
Aromatisse,Duosion,Duosion
TornadusIncarnate Forme,Alomomola,TornadusIncarnate Forme
Azelf,Azurill,Azelf
Rattata,Archeops,Archeops
Mienshao,Nidoking,Mienshao
Moltres,Voltorb,Moltres
Servine,Skorupi,Skorupi
Moltres,Ditto,Moltres
Chingling,Zigzagoon,Zigzagoon
Mamoswine,Dewgong,Dewgong
Klink,Omastar,Omastar
Primeape,Drilbur,Primeape
Swellow,LopunnyMega Lopunny,LopunnyMega Lopunny
Relicanth,Elgyem,Relicanth
Croconaw,Vanillite,Croconaw
Kingdra,Klefki,Klefki
Pidgeot,Houndoom,Pidgeot
Aipom,Frogadier,Frogadier
Ninetales,Lugia,Lugia
Mime Jr.,DeoxysDefense Forme,DeoxysDefense Forme
Volcarona,Pignite,Volcarona
Stantler,Electivire,Electivire
Mamoswine,Huntail,Huntail
Aerodactyl,Regirock,Regirock
Slakoth,MeloettaPirouette Forme,MeloettaPirouette Forme
Timburr,Silcoon,Timburr
Monferno,Snorunt,Monferno
Tentacool,Surskit,Tentacool
Servine,Turtwig,Turtwig
Chinchou,Ferroseed,Ferroseed
Gyarados,Cubchoo,Gyarados
KangaskhanMega Kangaskhan,Zweilous,KangaskhanMega Kangaskhan
LopunnyMega Lopunny,Swalot,LopunnyMega Lopunny
Leafeon,Zapdos,Zapdos
MewtwoMega Mewtwo Y,Aipom,MewtwoMega Mewtwo Y
Totodile,Rhyperior,Rhyperior
Granbull,Monferno,Monferno
Salamence,Rhyperior,Rhyperior
Grovyle,Smeargle,Grovyle
Primeape,Litwick,Primeape
Gloom,Bonsly,Gloom
Gorebyss,Hitmonlee,Hitmonlee
Ho-oh,Lucario,Ho-oh
Ariados,Machoke,Machoke
Nosepass,Honchkrow,Honchkrow
Purugly,Phione,Purugly
Jirachi,Starly,Jirachi
Phantump,Archeops,Archeops
Ferroseed,Houndoom,Houndoom
Deino,Binacle,Binacle
Zangoose,RotomFrost Rotom,Zangoose
Hitmonlee,Ninjask,Ninjask
Luxray,CharizardMega Charizard Y,CharizardMega Charizard Y
Elekid,Palkia,Palkia
Staravia,Cherubi,Cherubi
Shieldon,Wurmple,Shieldon
Huntail,Lillipup,Huntail
Bergmite,Dragalge,Dragalge
Aurorus,Alomomola,Alomomola
Dragonite,Bisharp,Bisharp
Porygon-Z,Grovyle,Porygon-Z
Entei,Rhydon,Rhydon
Umbreon,Cinccino,Cinccino
Ponyta,RotomMow Rotom,RotomMow Rotom
Terrakion,Fennekin,Terrakion
Torchic,Cobalion,Cobalion
Fletchinder,MeloettaPirouette Forme,MeloettaPirouette Forme
Swampert,Sandshrew,Swampert
Spheal,Lilligant,Lilligant
Poliwag,Starmie,Starmie
ThundurusTherian Forme,Mewtwo,Mewtwo
Tepig,RayquazaMega Rayquaza,RayquazaMega Rayquaza
Deerling,Weavile,Weavile
Lillipup,Reuniclus,Reuniclus
Slaking,Dewott,Slaking
Krabby,Dragalge,Dragalge
Pelipper,Minccino,Pelipper
Nidoran♂,Gothorita,Gothorita
RotomWash Rotom,Chespin,RotomWash Rotom
Sawsbuck,Pancham,Sawsbuck
Greninja,GardevoirMega Gardevoir,Greninja
Grumpig,Eevee,Grumpig
Krabby,Azelf,Azelf
Skarmory,Amoonguss,Amoonguss
Clamperl,Krabby,Krabby
BeedrillMega Beedrill,Zekrom,Zekrom
Serperior,Maractus,Maractus
Swellow,Charmander,Swellow
Goomy,Hitmonlee,Hitmonlee
Nuzleaf,LatiosMega Latios,LatiosMega Latios
Jolteon,Chingling,Jolteon
Zygarde50% Forme,Heracross,Zygarde50% Forme
Muk,Zygarde50% Forme,Zygarde50% Forme
PumpkabooAverage Size,MedichamMega Medicham,MedichamMega Medicham
Mime Jr.,Lunatone,Lunatone
Espurr,Seedot,Espurr
Torchic,Dewott,Dewott
Sealeo,Porygon,Sealeo
Florges,Cubchoo,Florges
Watchog,Muk,Watchog
Milotic,Ferrothorn,Ferrothorn
Venomoth,Suicune,Venomoth
Electivire,Teddiursa,Electivire
RotomFrost Rotom,Mankey,RotomFrost Rotom
Natu,Bidoof,Natu
Skrelp,WormadamSandy Cloak,WormadamSandy Cloak
Jumpluff,Swablu,Jumpluff
Honedge,KyuremBlack Kyurem,KyuremBlack Kyurem
Tympole,Cleffa,Tympole
Ledyba,Dusknoir,Dusknoir
Furfrou,Foongus,Furfrou
GroudonPrimal Groudon,Fraxure,GroudonPrimal Groudon
Boldore,Dunsparce,Dunsparce
Chingling,Smeargle,Smeargle
Metagross,Druddigon,Metagross
Articuno,Chikorita,Articuno
Hoothoot,Swoobat,Swoobat
Squirtle,Prinplup,Prinplup
Suicune,Voltorb,Suicune
Sawsbuck,Vibrava,Sawsbuck
Roselia,Ariados,Ariados
Scolipede,Klefki,Klefki
Bulbasaur,Dusclops,Dusclops
GiratinaAltered Forme,MewtwoMega Mewtwo Y,MewtwoMega Mewtwo Y
Gligar,Rattata,Gligar
AerodactylMega Aerodactyl,Luvdisc,AerodactylMega Aerodactyl
Golurk,Scrafty,Scrafty
Wailmer,Oshawott,Wailmer
Shelmet,Shellder,Shellder
Zapdos,TornadusIncarnate Forme,TornadusIncarnate Forme
DeoxysSpeed Forme,Steelix,Steelix
WormadamTrash Cloak,Haxorus,Haxorus
Marill,Kingler,Kingler
Slakoth,Regice,Regice
Ledian,Dialga,Dialga
Victreebel,HoundoomMega Houndoom,HoundoomMega Houndoom
Charizard,Cinccino,Cinccino
Mandibuzz,Serperior,Serperior
Squirtle,Hydreigon,Hydreigon
Phantump,Bunnelby,Phantump
Anorith,SceptileMega Sceptile,SceptileMega Sceptile
Slurpuff,Swadloon,Swadloon
Heatran,Luxray,Heatran
Articuno,Chesnaught,Articuno
Victreebel,Clamperl,Victreebel
Flygon,Pansear,Flygon
Spinarak,Palkia,Palkia
Bouffalant,Victini,Victini
PumpkabooSuper Size,DeoxysDefense Forme,DeoxysDefense Forme
Lunatone,Wailord,Lunatone
DeoxysNormal Forme,Leafeon,Leafeon
Flygon,AltariaMega Altaria,AltariaMega Altaria
Sylveon,Tauros,Tauros
Stunfisk,Omastar,Omastar
Raikou,Octillery,Raikou
Chinchou,Minccino,Minccino
Pancham,Heliolisk,Heliolisk
Abra,HoopaHoopa Unbound,HoopaHoopa Unbound
Combusken,Corsola,Corsola
Ralts,Inkay,Inkay
Marill,KeldeoResolute Forme,KeldeoResolute Forme
Empoleon,Smeargle,Empoleon
HeracrossMega Heracross,Venomoth,HeracrossMega Heracross
Onix,Ho-oh,Ho-oh
Lunatone,Herdier,Herdier
Diancie,Swanna,Swanna
Carnivine,Mime Jr.,Carnivine
Dwebble,Loudred,Dwebble
Gardevoir,AegislashBlade Forme,AegislashBlade Forme
Slugma,Absol,Absol
Groudon,Ledyba,Groudon
Beedrill,Zangoose,Zangoose
Regigigas,Kabuto,Regigigas
Pidgeotto,Misdreavus,Misdreavus
Bagon,Corphish,Corphish
Maractus,Kricketot,Maractus
Eelektrik,Sandshrew,Eelektrik
Shellos,Articuno,Articuno
SalamenceMega Salamence,Buneary,SalamenceMega Salamence
Larvesta,Bastiodon,Bastiodon
Clawitzer,Beautifly,Beautifly
Meganium,Sunkern,Meganium
Latias,Oshawott,Latias
Drowzee,Banette,Banette
Panpour,Litleo,Litleo
Donphan,Huntail,Huntail
Drilbur,AltariaMega Altaria,AltariaMega Altaria
Rhydon,Gulpin,Rhydon
Totodile,Houndour,Houndour
Sceptile,Pignite,Pignite
Carnivine,Absol,Absol
Swablu,Regirock,Regirock
LopunnyMega Lopunny,KyuremBlack Kyurem,LopunnyMega Lopunny
Tynamo,SwampertMega Swampert,SwampertMega Swampert
Klang,Ledyba,Klang
Cacnea,Spinarak,Cacnea
Sylveon,Diglett,Sylveon
Porygon2,GardevoirMega Gardevoir,GardevoirMega Gardevoir
Whiscash,RotomHeat Rotom,RotomHeat Rotom
Talonflame,Minun,Minun
Flabébé,GyaradosMega Gyarados,GyaradosMega Gyarados
Cobalion,Trapinch,Cobalion
Delibird,Kakuna,Delibird
Gastrodon,Azurill,Gastrodon
Furfrou,Togepi,Furfrou
Klink,Victini,Victini
Relicanth,Gothita,Relicanth
Huntail,LandorusTherian Forme,LandorusTherian Forme
Machop,Tympole,Tympole
Palkia,Axew,Palkia
Banette,Terrakion,Terrakion
Ducklett,Dusclops,Dusclops
VenusaurMega Venusaur,Whismur,VenusaurMega Venusaur
Chespin,Roggenrola,Chespin
Gothitelle,Cacturne,Cacturne
Mewtwo,Cloyster,Cloyster
Seadra,Pansage,Seadra
RotomFan Rotom,GiratinaOrigin Forme,GiratinaOrigin Forme
Honedge,Spearow,Spearow
Hypno,Mawile,Mawile
Drilbur,Chespin,Chespin
GarchompMega Garchomp,Lucario,GarchompMega Garchomp
Palpitoad,Gible,Palpitoad
Feraligatr,Shroomish,Feraligatr
Magikarp,Delcatty,Delcatty
Escavalier,AlakazamMega Alakazam,AlakazamMega Alakazam
Zebstrika,Wobbuffet,Wobbuffet
Petilil,Zekrom,Zekrom
Drifblim,Taillow,Drifblim
Chansey,DeoxysNormal Forme,DeoxysNormal Forme
Foongus,Klinklang,Klinklang
Shellder,Magmar,Magmar
KyuremBlack Kyurem,Absol,KyuremBlack Kyurem
Regice,Azumarill,Regice
Uxie,Unfezant,Uxie
Torkoal,Walrein,Walrein
Nidoran♀,MeloettaAria Forme,MeloettaAria Forme
Duskull,Maractus,Maractus
AerodactylMega Aerodactyl,Klefki,AerodactylMega Aerodactyl
Jigglypuff,HoundoomMega Houndoom,HoundoomMega Houndoom
Heracross,Seadra,Seadra
Voltorb,Manaphy,Manaphy
Azumarill,Purugly,Purugly
Ledyba,Primeape,Primeape
Spheal,Magmortar,Magmortar
Caterpie,Grovyle,Grovyle
Chespin,LatiosMega Latios,LatiosMega Latios
GourgeistAverage Size,Buizel,GourgeistAverage Size
Dratini,Talonflame,Talonflame
Poliwrath,Sneasel,Sneasel
Budew,Weedle,Budew
Absol,Banette,Absol
Kricketot,Carnivine,Carnivine
Ampharos,Volcanion,Volcanion
Terrakion,Lumineon,Lumineon
Sableye,Scraggy,Scraggy
Weezing,Tranquill,Weezing
Combusken,Swirlix,Swirlix
Tauros,Spheal,Tauros
TyranitarMega Tyranitar,Volcarona,Volcarona
Honedge,Empoleon,Empoleon
Slakoth,Pangoro,Pangoro
Bibarel,Abomasnow,Abomasnow
Pichu,Sunkern,Sunkern
Shiftry,Lileep,Shiftry
Skrelp,Pachirisu,Pachirisu
Scraggy,MawileMega Mawile,MawileMega Mawile
Gyarados,MewtwoMega Mewtwo Y,MewtwoMega Mewtwo Y
Piloswine,Espeon,Espeon
Amaura,Rhyperior,Rhyperior
Elekid,Barboach,Barboach
Wailmer,Deino,Wailmer
Chimecho,Tangela,Chimecho
Cinccino,Rattata,Cinccino
Cofagrigus,Buizel,Cofagrigus
Oddish,KeldeoOrdinary Forme,KeldeoOrdinary Forme
Buizel,Cleffa,Buizel
Escavalier,Klinklang,Klinklang
Mightyena,Unown,Mightyena
Machamp,Porygon2,Porygon2
Froakie,Nosepass,Nosepass
Prinplup,Stunky,Stunky
Druddigon,BlazikenMega Blaziken,BlazikenMega Blaziken
Pancham,Swablu,Swablu
Trapinch,Minun,Minun
Nuzleaf,Linoone,Linoone
Wartortle,LopunnyMega Lopunny,LopunnyMega Lopunny
DarmanitanStandard Mode,Bellsprout,DarmanitanStandard Mode
Heliolisk,Girafarig,Heliolisk
Treecko,Lickitung,Treecko
Porygon,Corsola,Porygon
Bibarel,PinsirMega Pinsir,PinsirMega Pinsir
Glaceon,Zebstrika,Zebstrika
Larvesta,Hariyama,Hariyama
Skrelp,Azumarill,Azumarill
Regice,Lampent,Regice
DiancieMega Diancie,Kecleon,DiancieMega Diancie
Heliolisk,TornadusIncarnate Forme,TornadusIncarnate Forme
Serperior,Slurpuff,Serperior
Flabébé,Quagsire,Quagsire
Beedrill,Chinchou,Beedrill
Klink,Combusken,Combusken
Jellicent,Mareep,Jellicent
Omastar,Scrafty,Scrafty
Doublade,Wooper,Doublade
Fletchling,Shiftry,Shiftry
Mareep,Mothim,Mothim
Metang,Arcanine,Arcanine
Slowbro,Wailmer,Wailmer
Pikachu,TornadusTherian Forme,TornadusTherian Forme
Swalot,GiratinaOrigin Forme,GiratinaOrigin Forme
Amoonguss,Numel,Amoonguss
LucarioMega Lucario,Emboar,Emboar
Zoroark,Zygarde50% Forme,Zoroark
Dusclops,Darumaka,Dusclops
Omastar,Unfezant,Unfezant
Wobbuffet,Drilbur,Drilbur
Yveltal,RotomFan Rotom,Yveltal
Servine,Omanyte,Servine
Mawile,Hydreigon,Hydreigon
Heliolisk,SlowbroMega Slowbro,Heliolisk
Anorith,Skitty,Anorith
Grumpig,Sigilyph,Sigilyph
Pidove,Quagsire,Quagsire
Tentacruel,Electivire,Tentacruel
Grovyle,Vibrava,Vibrava
Kadabra,Mr. Mime,Mr. Mime
Electrike,Cryogonal,Cryogonal
Slowking,AlakazamMega Alakazam,AlakazamMega Alakazam
Geodude,TornadusTherian Forme,TornadusTherian Forme
Skrelp,Hypno,Hypno
Rhyhorn,Delcatty,Delcatty
Finneon,Bouffalant,Bouffalant
Umbreon,Kabuto,Umbreon
Loudred,Quagsire,Quagsire
Spearow,Deerling,Deerling
Skiddo,Talonflame,Talonflame
Cradily,Clefable,Clefable
Panpour,Dewott,Dewott
Serperior,Mienfoo,Serperior
Accelgor,Shedinja,Accelgor
Gorebyss,Wurmple,Gorebyss
Chesnaught,Crawdaunt,Chesnaught
Wailmer,Munna,Wailmer
Gothorita,Entei,Entei
Milotic,PumpkabooSuper Size,Milotic
Walrein,SceptileMega Sceptile,SceptileMega Sceptile
Aromatisse,DeoxysAttack Forme,DeoxysAttack Forme
Gothitelle,Honedge,Gothitelle
Geodude,Wynaut,Wynaut
Greninja,GardevoirMega Gardevoir,GardevoirMega Gardevoir
Florges,Deerling,Florges
RotomMow Rotom,Celebi,Celebi
Togetic,ScizorMega Scizor,ScizorMega Scizor
MeloettaAria Forme,KangaskhanMega Kangaskhan,KangaskhanMega Kangaskhan
Butterfree,Galvantula,Galvantula
Snubbull,RotomMow Rotom,RotomMow Rotom
Suicune,Shieldon,Suicune
Feraligatr,Helioptile,Feraligatr
Cherubi,Graveler,Graveler
Golduck,LopunnyMega Lopunny,LopunnyMega Lopunny
Pichu,Virizion,Virizion
Vullaby,Glaceon,Glaceon
Raichu,Heliolisk,Heliolisk
Magby,Tirtouga,Tirtouga
Medicham,AegislashShield Forme,AegislashShield Forme
SlowbroMega Slowbro,Poliwag,SlowbroMega Slowbro
Dustox,Seaking,Seaking
Croconaw,Rotom,Rotom
Kricketune,Togekiss,Togekiss
Shedinja,Frogadier,Frogadier
Charizard,Magcargo,Charizard
Kabuto,Doduo,Doduo
Escavalier,Octillery,Octillery
Spearow,Metagross,Metagross
Mudkip,MedichamMega Medicham,MedichamMega Medicham
Cobalion,Beheeyem,Beheeyem
Granbull,Braixen,Braixen
Magmar,Gothorita,Gothorita
Escavalier,GourgeistAverage Size,GourgeistAverage Size
Zekrom,Wailmer,Zekrom
Gardevoir,Woobat,Gardevoir
HeracrossMega Heracross,Dragalge,Dragalge
Forretress,Hitmonchan,Hitmonchan
Torkoal,Vulpix,Torkoal
Dewgong,Pawniard,Dewgong
Dragonair,RotomHeat Rotom,RotomHeat Rotom
DeoxysNormal Forme,Pelipper,DeoxysNormal Forme
GourgeistLarge Size,Yamask,GourgeistLarge Size
Voltorb,Shelmet,Shelmet
ThundurusTherian Forme,Tropius,ThundurusTherian Forme
Munna,Fearow,Fearow
Porygon,CharizardMega Charizard Y,CharizardMega Charizard Y
Kabuto,AltariaMega Altaria,AltariaMega Altaria
Cacnea,KyuremBlack Kyurem,KyuremBlack Kyurem
Swalot,Staryu,Swalot
Diggersby,Metagross,Metagross
Flygon,Reuniclus,Flygon
Darkrai,Emolga,Darkrai
Relicanth,Klefki,Klefki
Stunky,DeoxysSpeed Forme,DeoxysSpeed Forme
Aurorus,Lilligant,Lilligant
Piloswine,Houndoom,Houndoom
HoopaHoopa Confined,Politoed,Politoed
Vanillite,Sableye,Sableye
Nidoran♂,Heatmor,Heatmor
PinsirMega Pinsir,Articuno,Articuno
Tangrowth,Infernape,Infernape
Archeops,Throh,Throh
Glalie,Magnezone,Glalie
Sawk,Gulpin,Sawk
Espeon,Smoochum,Espeon
Carnivine,Conkeldurr,Conkeldurr
Rotom,Pidgeotto,Pidgeotto
Volcanion,Flabébé,Volcanion
Lairon,Nidoqueen,Nidoqueen
Froslass,Togekiss,Froslass
Persian,Exploud,Persian
Cubchoo,Cubone,Cubchoo
Umbreon,Helioptile,Umbreon
Dewgong,Altaria,Altaria
AlakazamMega Alakazam,Cyndaquil,AlakazamMega Alakazam
SharpedoMega Sharpedo,Taillow,SharpedoMega Sharpedo
Carvanha,Kangaskhan,Kangaskhan
Ho-oh,Magcargo,Ho-oh
Fletchinder,Lunatone,Lunatone
Yanma,Combee,Yanma
Darumaka,Mienfoo,Mienfoo
Mudkip,SlowbroMega Slowbro,SlowbroMega Slowbro
Cascoon,Prinplup,Prinplup
Octillery,Cobalion,Cobalion
GourgeistAverage Size,Milotic,GourgeistAverage Size
Dedenne,Mienfoo,Mienfoo
Sigilyph,Luvdisc,Sigilyph
BlastoiseMega Blastoise,BlazikenMega Blaziken,BlazikenMega Blaziken
Porygon,Buneary,Buneary
Furret,Gastrodon,Gastrodon
Jynx,Binacle,Jynx
Weepinbell,Simisear,Simisear
Cradily,Azurill,Cradily
Eelektrik,Spoink,Spoink
AegislashBlade Forme,Wurmple,AegislashBlade Forme
Vullaby,Amoonguss,Vullaby
Starly,Malamar,Malamar
Magneton,Sliggoo,Sliggoo
Absol,Aron,Absol
Heracross,Dedenne,Dedenne
Marshtomp,Blastoise,Blastoise
