Total_p1,Type1_p1,Type2_p1,Speed_p1,Total_p2,Type1_p2,Type2_p2,Speed_p2,Winner,Win_Probability
465,Bug,Steel,40,205,Bug,,15,1,1.0
440,Normal,,40,480,Water,Ghost,60,0,0.0
600,Bug,Steel,99,520,Steel,Ghost,60,0,0.12605042016806722
420,Water,Fairy,50,313,Grass,,38,1,1.0
190,Normal,Fairy,20,594,Grass,Ice,30,0,0.0
405,Grass,Poison,60,580,Fire,Flying,90,0,0.0
405,Water,,58,455,Ghost,,25,1,0.47093023255813954
205,Bug,,30,300,Rock,Ground,41,0,0.0
465,Steel,Flying,70,495,Rock,Grass,43,1,0.6526315789473685
250,Bug,Poison,30,485,Water,,52,0,0.0
290,Ground,,10,454,Grass,,46,0,0.0
362,Rock,Dragon,48,494,Ghost,Grass,69,0,0.0
470,Psychic,,80,475,Grass,Dark,55,0,0.0
245,Poison,Flying,55,410,Dragon,Ground,82,0,0.0
490,Grass,,50,305,Water,Flying,55,1,1.0
390,Bug,Poison,40,430,Water,Ground,35,0,0.312
500,Poison,,50,525,Water,Ice,70,0,0.0
285,Bug,Grass,25,525,Water,Ice,70,0,0.0
220,Normal,,30,335,Ghost,Grass,46,0,0.0
405,Fairy,Flying,40,405,Grass,,36,1,0.6666666666666666
465,Bug,Steel,40,275,Normal,,55,1,1.0
350,Normal,,85,369,Fire,Normal,72,1,0.48678720445062584
295,Water,,60,462,Fairy,,29,0,0.0
600,Psychic,,85,472,Bug,Electric,108,0,0.0
325,Grass,Psychic,40,680,Dragon,Fire,90,0,0.0
262,Normal,Flying,70,500,Rock,Fairy,50,0,0.0
266,Bug,Ground,40,484,Fire,,65,0,0.0
400,Psychic,,105,680,Water,Dragon,100,0,0.0
515,Rock,,25,580,Rock,Fighting,108,0,0.0
634,Fire,Dragon,100,600,Psychic,,150,0,0.0
405,Electric,,95,314,Water,,40,1,0.7206405693950177
245,Poison,Flying,55,424,Bug,Ground,36,0,0.0
273,Poison,,50,440,Normal,,115,0,0.0
495,Rock,Steel,30,474,Bug,Flying,40,0,0.0
525,Ground,,47,305,Grass,Steel,10,1,1.0
530,Fire,Fighting,80,360,Bug,Poison,47,1,1.0
340,Poison,,35,430,Water,Ground,35,0,0.1650485436893204
262,Normal,Flying,70,320,Water,,63,0,0.45017182130584193
630,Water,,78,510,Dark,Flying,80,0,0.0
480,Steel,Fairy,50,290,Psychic,,45,1,1.0
245,Normal,Flying,60,255,Normal,,42,1,0.49
560,Fire,Ground,20,670,Normal,,100,0,0.0
275,Normal,,55,680,Fairy,,99,0,0.0
400,Grass,Poison,65,465,Fighting,,45,0,0.4624277456647399
350,Fire,,60,488,Dark,Fighting,58,0,0.0
500,Bug,,85,305,Ice,,40,1,1.0
390,Bug,Flying,95,424,Bug,Grass,36,1,0.8803611738148984
278,Psychic,Fairy,50,600,Steel,Psychic,70,0,0.0
455,Ice,Psychic,95,680,Water,Dragon,100,0,0.0
525,Grass,Ground,56,325,Water,,34,1,1.0
530,Ice,Ground,80,290,Psychic,,20,1,1.0
485,Bug,Poison,112,237,Normal,,57,1,1.0
330,Poison,Bug,65,540,Fire,,83,0,0.0
405,Fighting,,45,305,Fighting,,35,1,1.0
440,Water,,85,482,Dark,Psychic,73,1,0.4772234273318872
280,Normal,,30,490,Psychic,,30,0,0.0
495,Rock,Grass,43,520,Electric,Ice,86,0,0.0
292,Psychic,,24,545,Normal,Fairy,50,0,0.0
670,Ground,,90,580,Psychic,,80,0,0.536
395,Grass,Poison,40,290,Normal,,90,1,1.0
520,Water,Psychic,115,580,Rock,Fighting,108,0,0.7819548872180451
580,Electric,Flying,100,269,Bug,Water,65,1,1.0
455,Fighting,,70,600,Dark,Dragon,98,0,0.0
305,Fighting,,35,335,Water,Ghost,40,0,0.0
590,Water,Psychic,30,480,Water,,80,0,0.0
290,Ground,,10,250,Normal,,31,0,0.0
625,Grass,Poison,80,580,Water,Fighting,108,0,0.0
218,Fairy,,15,471,Ground,Electric,32,0,0.0
590,Normal,,100,600,Psychic,,150,0,0.0
330,Poison,Bug,65,465,Fighting,,85,0,0.0
460,Psychic,Fairy,90,495,Rock,Water,80,1,0.4816753926701571
224,Bug,,36,290,Rock,,10,1,0.4357976653696498
405,Fire,Fighting,55,360,Bug,Poison,47,0,0.36
400,Bug,,85,515,Rock,,25,1,0.4371584699453552
390,Grass,Poison,55,300,Dragon,Ground,42,1,1.0
384,Bug,,65,335,Water,Ghost,40,1,0.36432637571157495
500,Ground,,50,300,Poison,Fighting,50,1,1.0
320,Electric,,90,480,Water,,45,0,0.0
470,Psychic,Flying,95,630,Grass,Dragon,145,0,0.0
510,Water,Fighting,70,468,Water,Dark,55,0,0.5214723926380368
442,Normal,Flying,70,405,Grass,,95,0,0.0
460,Psychic,Fairy,90,355,Rock,Grass,23,1,0.5644171779141104
600,Psychic,Grass,100,530,Steel,Rock,50,0,0.3614457831325301
405,Dark,Flying,91,515,Grass,Poison,90,1,0.6113207547169811
523,Electric,,70,600,Ground,Flying,91,0,0.0
218,Fairy,,15,465,Fighting,,85,0,0.0
295,Water,,60,405,Water,,58,0,0.0
350,Normal,,85,680,Psychic,Dark,80,0,0.0
490,Normal,,100,245,Normal,Flying,60,1,1.0
470,Psychic,,80,314,Water,,40,1,1.0
560,Fire,Ground,20,460,Grass,Flying,51,0,0.0
420,Dragon,,70,405,Fire,Fighting,81,0,0.0
590,Water,Psychic,30,410,Fire,Rock,30,1,1.0
460,Water,Electric,67,250,Fire,,20,1,1.0
414,Bug,Flying,60,700,Rock,Fairy,110,0,0.0
405,Fire,Fighting,81,525,Grass,,95,0,0.0
485,Ground,Rock,40,505,Dark,Flying,71,0,0.0
590,Water,Psychic,30,515,Rock,,25,0,0.696165191740413
525,Fire,,65,590,Dragon,Fairy,80,0,0.0
340,Normal,Flying,80,294,Grass,Poison,15,1,0.6981519507186859
523,Electric,,70,335,Ghost,Grass,56,1,1.0
580,Ice,Flying,85,700,Dragon,Ice,95,0,0.0
450,Ice,Ground,50,448,Steel,Ghost,35,1,0.5011135857461024
305,Water,Dark,65,410,Ice,Water,45,0,0.0
405,Dark,Flying,91,545,Fairy,Flying,80,0,0.0
590,Psychic,,150,350,Rock,Steel,30,1,1.0
495,Rock,Bug,45,300,Steel,Psychic,23,1,1.0
455,Ice,Psychic,95,525,Fire,,65,0,0.3023255813953488
525,Grass,Poison,80,456,Bug,Flying,160,0,0.0
600,Psychic,,90,495,Water,Rock,32,0,0.547945205479452
480,Normal,,105,509,Water,Ground,74,1,0.48533872598584427
505,Fighting,,55,294,Water,,64,1,1.0
405,Grass,,95,515,Rock,,25,1,0.6113207547169811
405,Fairy,Flying,40,466,Psychic,,104,0,0.0
505,Fire,,100,325,Water,,45,1,1.0
400,Bug,,85,530,Grass,Fighting,64,0,0.0
280,Grass,Poison,55,475,Bug,Rock,45,0,0.0
300,Water,,90,600,Psychic,Ghost,70,0,0.0
180,Grass,,30,490,Normal,,55,0,0.0
340,Water,Grass,50,237,Normal,,57,1,1.0
365,Poison,,56,410,Fire,Rock,30,0,0.3080168776371308
410,Rock,Ground,51,280,Grass,,30,1,1.0
680,Dragon,Flying,95,450,Grass,,85,1,1.0
290,Psychic,,20,680,Fairy,,99,0,0.0
520,Grass,Psychic,55,300,Dark,Dragon,38,1,1.0
515,Rock,,25,520,Steel,,90,0,0.0
348,Ghost,Flying,70,580,Normal,Fighting,135,0,0.0
500,Water,,85,304,Ice,,28,1,1.0
505,Fighting,,55,475,Normal,Grass,95,0,0.0
335,Water,Poison,70,489,Grass,Steel,20,0,0.0
340,Ground,Dragon,70,515,Normal,,50,0,0.0
440,Water,,85,300,Fairy,,30,1,1.0
440,Normal,,90,670,Normal,,100,0,0.0
460,Fire,Ground,40,300,Normal,,75,1,1.0
405,Dark,Flying,91,500,Rock,Fairy,50,0,0.1683991683991684
290,Psychic,,45,481,Electric,Normal,109,0,0.0
490,Grass,Poison,70,670,Ground,,90,0,0.0
390,Rock,,20,315,Fire,,50,0,0.0
465,Normal,,85,680,Fire,Flying,90,0,0.0
495,Rock,Water,80,424,Bug,Steel,36,0,0.5386289445048966
275,Poison,,41,580,Water,Fighting,108,0,0.0
280,Grass,Poison,55,494,Ghost,Grass,69,0,0.0
700,Dragon,Ground,92,305,Fighting,,35,1,1.0
458,Poison,,65,500,Rock,Water,68,0,0.0
600,Steel,Psychic,70,499,Fire,Flying,126,0,0.0
300,Grass,Poison,40,521,Rock,Dragon,71,0,0.0
305,Ice,,44,580,Rock,Fighting,108,0,0.0
500,Bug,Steel,65,194,Bug,,25,1,1.0
329,Poison,,65,552,Fairy,,75,0,0.0
670,Ground,,90,700,Dragon,Ice,95,0,0.0
500,Ground,,50,580,Psychic,,115,0,0.0
430,Steel,Rock,40,600,Fire,Steel,77,0,0.0
530,Water,Dark,122,482,Dark,Psychic,73,0,0.5237154150197628
510,Dark,,105,290,Psychic,,45,1,1.0
440,Rock,Psychic,70,320,Dragon,,57,1,1.0
323,Fairy,,35,341,Fairy,,49,0,0.0
509,Water,Ground,74,485,Ice,,50,0,0.5120724346076458
525,Ice,,65,520,Electric,Flying,86,0,0.0
505,Poison,Ground,85,458,Normal,,90,0,0.0
465,Normal,,85,680,Dark,Flying,99,0,0.0
405,Fire,Fighting,55,375,Rock,,30,0,0.5192307692307693
308,Water,,35,520,Electric,Water,86,0,0.0
610,Electric,Dragon,45,480,Fairy,,72,0,0.0
535,Water,Ice,60,220,Grass,,30,1,1.0
395,Bug,Flying,70,600,Psychic,Fire,100,0,0.0
400,Psychic,,105,430,Ground,Flying,85,0,0.4819277108433735
300,Steel,Psychic,23,310,Bug,Grass,42,0,0.0
405,Grass,Poison,60,518,Psychic,Fighting,80,0,0.0
270,Normal,Fairy,20,567,Rock,Flying,110,0,0.0
465,Normal,,85,600,Water,,100,0,0.0
510,Ground,Flying,95,305,Ice,,44,1,1.0
490,Poison,Fighting,85,410,Dragon,,67,0,0.5444444444444444
454,Grass,,46,520,Electric,Ice,86,0,0.0
300,Dragon,,50,670,Water,,90,0,0.0
479,Normal,Flying,101,300,Dragon,,50,1,1.0
365,Poison,,65,330,Water,,44,0,0.5251798561151079
405,Electric,,95,680,Steel,Dragon,90,0,0.0
484,Fire,,65,494,Ghost,Grass,69,0,0.0
318,Grass,Poison,45,420,Steel,Psychic,50,0,0.0
420,Dark,Dragon,58,369,Fire,Normal,72,0,0.0
330,Ice,Flying,75,405,Electric,,40,0,0.2894736842105263
525,Psychic,,110,700,Dragon,Ground,92,0,0.0
375,Rock,,30,260,Normal,,50,1,1.0
600,Dragon,Psychic,110,520,Steel,Ghost,60,0,0.22388059701492538
410,Ice,Water,45,328,Ground,,68,0,0.0
305,Bug,Poison,45,294,Water,,64,0,0.0
523,Electric,,70,303,Ground,Ghost,35,1,1.0
305,Ice,Psychic,65,660,Dragon,Ice,95,0,0.0
224,Bug,,36,600,Ground,Flying,101,0,0.0
530,Grass,Fighting,64,431,Electric,Fairy,101,0,0.0
340,Poison,,35,460,Psychic,Fairy,90,0,0.0
410,Fighting,Psychic,80,452,Dragon,,60,0,0.4756380510440835
314,Water,,43,405,Fairy,Flying,40,1,0.43671766342141866
480,Grass,Fairy,116,680,Dark,Flying,99,0,0.0
260,Normal,,50,530,Water,Steel,60,0,0.0
308,Water,,45,320,Dragon,,57,0,0.0
579,Normal,Flying,121,680,Ghost,Dragon,90,0,0.0
455,Fighting,,87,280,Fighting,Psychic,60,1,1.0
300,Water,,65,490,Psychic,Flying,97,0,0.0
483,Psychic,,67,600,Psychic,Fire,100,0,0.0
450,Ground,,65,269,Bug,Water,65,1,1.0
330,Normal,,40,414,Bug,Flying,60,0,0.0
530,Grass,Fighting,64,335,Ghost,Grass,56,1,1.0
420,Dark,,70,424,Bug,Steel,36,1,0.4976303317535545
318,Grass,,31,480,Normal,,105,0,0.0
446,Dark,,106,320,Dragon,,57,1,1.0
579,Normal,Flying,121,330,Poison,Bug,65,1,1.0
195,Bug,Poison,50,525,Grass,,80,0,0.0
316,Grass,,64,200,Bug,,35,1,1.0
420,Water,Fairy,50,316,Grass,,64,1,1.0
430,Water,Poison,85,494,Ghost,Grass,69,1,0.3032440056417489
340,Water,,85,590,Dragon,Fairy,80,0,0.0
288,Poison,,55,490,Grass,Poison,70,0,0.0
590,Psychic,,150,420,Water,Fairy,50,1,1.0
630,Water,,78,319,Bug,Electric,65,1,1.0
470,Psychic,Flying,95,580,Psychic,,95,0,0.16845878136200718
425,Grass,,30,305,Water,Dark,65,1,1.0
720,Normal,,120,488,Normal,Flying,93,1,1.0
485,Ghost,Dark,35,300,Steel,,30,1,1.0
495,Bug,Poison,145,495,Fighting,Dark,58,0,0.5
460,Normal,Flying,100,515,Bug,Flying,95,1,0.6411149825783972
456,Bug,Flying,160,495,Rock,Bug,45,1,0.4794952681388013
385,Rock,Ground,70,320,Ground,,35,0,0.375609756097561
195,Bug,Poison,50,340,Water,,85,0,0.0
405,Fire,,80,495,Rock,Water,55,0,0.16981132075471697
325,Normal,,55,495,Fighting,Dark,58,0,0.0
580,Electric,,115,494,Ghost,Grass,84,0,0.36989795918367346
425,Psychic,Flying,114,290,Psychic,,45,1,1.0
265,Ground,,95,540,Water,Dragon,85,0,0.0
400,Grass,Poison,65,490,Dragon,Flying,80,0,0.0
290,Rock,,10,580,Steel,Fighting,108,0,0.0
355,Rock,Water,55,580,Electric,Flying,111,0,0.0
505,Dark,Flying,71,213,Bug,,29,1,1.0
470,Psychic,Flying,95,275,Ghost,Fire,20,1,1.0
299,Fire,,65,305,Fighting,,35,1,0.49503311258278143
530,Water,,78,630,Steel,,50,1,0.45689655172413796
340,Grass,Dark,60,471,Ground,Electric,32,0,0.0
292,Ground,Dark,65,520,Steel,Ghost,60,0,0.0
635,Water,Ground,70,330,Water,,66,1,1.0
413,Normal,,97,314,Water,,43,1,1.0
390,Rock,Ground,35,405,Psychic,,33,0,0.49056603773584906
500,Bug,,85,384,Bug,,65,1,1.0
509,Water,Ground,74,540,Dragon,,97,0,0.0
320,Grass,Poison,30,515,Normal,,60,0,0.0
300,Fairy,,30,509,Water,Ground,74,0,0.0
323,Fairy,,35,485,Water,,52,0,0.0
490,Poison,Fighting,85,520,Steel,Ghost,60,0,0.0
475,Electric,,105,194,Bug,,25,1,1.0
483,Fairy,,60,430,Ground,Flying,85,0,0.0
455,Fighting,,95,594,Grass,Ice,30,0,0.0
280,Electric,,35,475,Bug,Rock,45,0,0.0
395,Bug,Poison,75,395,Ice,,59,0,0.5
294,Water,,64,307,Fire,,60,1,0.6569832402234637
380,Normal,,70,418,Fire,Fighting,55,0,0.47619047619047616
410,Normal,Water,71,370,Normal,,60,0,0.5256410256410257
330,Ice,Flying,75,329,Poison,,65,0,0.5007587253414264
465,Electric,Steel,70,473,Water,Flying,98,0,0.0
300,Fairy,,30,530,Steel,Rock,50,0,0.0
340,Water,Grass,50,475,Water,Ground,39,0,0.0
380,Dark,Ghost,50,770,Ground,Fire,90,0,0.0
505,Fighting,,55,680,Dragon,Fire,90,0,0.0
365,Electric,,45,670,Ground,,90,0,0.0
530,Water,,78,495,Rock,Grass,43,1,0.5170731707317073
305,Ice,Psychic,65,600,Bug,Steel,99,0,0.0
413,Normal,,97,355,Rock,Water,35,0,0.36776491540516476
483,Psychic,,67,600,Psychic,Ghost,70,0,0.0
390,Bug,Poison,40,490,Normal,,55,0,0.0
450,Normal,,50,520,Electric,Ice,86,0,0.0
355,Rock,Bug,75,200,Bug,,35,1,1.0
300,Fairy,,30,400,Bug,,85,0,0.0
195,Bug,,45,465,Bug,Steel,40,0,0.0
350,Rock,Steel,30,520,Electric,Flying,86,0,0.0
205,Electric,,60,480,Dark,Ghost,20,0,0.0
600,Dragon,Flying,80,413,Water,,60,1,1.0
590,Water,Psychic,30,355,Rock,Bug,75,1,1.0
520,Electric,Ice,86,480,Water,Ghost,60,0,0.52
490,Normal,,110,521,Rock,Dragon,71,1,0.3198433420365535
505,Bug,Rock,5,350,Normal,,85,1,1.0
525,Grass,Ground,56,263,Electric,,45,1,1.0
420,Dark,,70,510,Fighting,Psychic,100,0,0.0
580,Ice,,50,552,Fairy,,75,0,0.0
424,Bug,Steel,36,494,Grass,Ice,60,0,0.0
365,Fire,,83,515,Electric,,50,0,0.0
505,Bug,Rock,5,213,Bug,,29,1,1.0
410,Rock,Ground,51,448,Steel,Ghost,35,0,0.47785547785547783
435,Ghost,,85,244,Bug,Flying,70,1,1.0
505,Poison,Ground,76,314,Water,,40,1,1.0
435,Ghost,,85,362,Rock,Ice,46,0,0.5457967377666249
340,Water,Grass,50,330,Water,,85,0,0.0
313,Psychic,Flying,72,405,Grass,,57,1,0.6071774975751697
700,Dragon,Psychic,110,483,Ground,Ghost,55,1,1.0
425,Psychic,,65,275,Ghost,Fire,20,1,1.0
470,Psychic,Flying,95,278,Psychic,Fairy,50,1,1.0
300,Ground,,40,410,Dragon,,67,0,0.0
395,Bug,Poison,75,316,Grass,,64,0,0.8333333333333334
340,Poison,,35,310,Fire,,45,0,0.0
490,Poison,,60,348,Dark,Fighting,48,1,1.0
670,Normal,,100,600,Dark,,125,0,0.0
305,Ice,Psychic,65,471,Ground,Electric,32,0,0.0
495,Rock,Water,80,490,Grass,,50,0,0.33559322033898303
540,Fire,Psychic,55,428,Electric,Flying,103,0,0.0
318,Grass,,45,329,Poison,Dark,74,0,0.0
200,Water,,80,660,Dragon,Ice,95,0,0.0
580,Fire,Flying,90,420,Normal,,77,1,1.0
360,Normal,,85,405,Fire,Fighting,55,1,0.47058823529411764
300,Poison,Fighting,50,370,Normal,,60,0,0.0
308,Fire,,45,465,Fighting,,85,0,0.0
400,Psychic,,105,330,Steel,Rock,30,0,0.37735849056603776
330,Psychic,,60,410,Dragon,,67,0,0.0
483,Psychic,,67,420,Steel,Psychic,50,0,0.22330097087378642
470,Fire,,20,540,Water,,81,0,0.0
470,Psychic,Flying,95,300,Ground,Psychic,55,1,1.0
418,Fire,Fighting,55,390,Rock,,20,0,0.5173267326732673
335,Psychic,,30,362,Rock,Dragon,48,0,0.0
630,Grass,Dragon,145,289,Electric,Normal,70,1,1.0
505,Fire,,100,528,Water,,70,0,0.32351057014734147
630,Grass,Dragon,145,475,Water,Ground,39,1,1.0
262,Normal,Flying,70,430,Normal,Flying,125,0,0.0
520,Grass,Psychic,55,355,Psychic,,68,1,1.0
590,Dragon,Fairy,80,341,Fairy,,23,1,1.0
300,Rock,Ground,20,770,Ground,Fire,90,0,0.0
454,Grass,,46,370,Ghost,Fire,55,0,0.0
305,Fighting,,70,288,Normal,,48,0,0.6792873051224945
195,Bug,,45,420,Dragon,,70,0,0.0
525,Grass,Poison,80,410,Rock,,30,0,0.5614973262032086
435,Grass,,60,460,Water,,91,0,0.0
610,Electric,Dragon,45,310,Bug,Grass,42,1,1.0
316,Water,,64,495,Fighting,Dark,58,0,0.0
380,Water,Rock,35,525,Fighting,Steel,90,0,0.0
285,Fighting,,60,720,Normal,,120,0,0.0
534,Fire,Fighting,108,500,Fighting,Flying,118,0,0.0
455,Fighting,,87,460,Fire,Ground,40,0,0.4972677595628415
340,Ground,Dragon,70,485,Water,,52,0,0.0
262,Normal,Flying,50,281,Dark,,66,0,0.0
215,Normal,,20,600,Bug,Steel,75,0,0.0
290,Bug,,15,590,Dragon,Fairy,80,0,0.0
600,Dark,Fire,115,424,Bug,Steel,36,1,1.0
405,Ground,,120,371,Fairy,,52,0,0.5219072164948454
325,Water,,45,450,Grass,,85,0,0.0
780,Psychic,,140,460,Water,Electric,67,1,1.0
290,Rock,,10,600,Grass,Flying,127,0,0.0
263,Electric,,45,720,Normal,,120,0,0.0
680,Water,Dragon,100,305,Ice,,40,1,1.0
305,Fighting,,35,260,Psychic,,23,0,0.3696969696969697
600,Dragon,Flying,100,300,Steel,Psychic,30,1,1.0
625,Grass,Poison,80,680,Fairy,,99,0,0.0
313,Grass,,38,405,Water,,97,0,0.0
590,Psychic,,150,330,Water,,66,1,1.0
510,Water,Fighting,70,600,Psychic,Grass,100,0,0.0
308,Fire,,45,446,Dark,,106,0,0.0
461,Grass,,60,470,Normal,,115,0,0.0
325,Water,,50,488,Normal,Flying,93,0,0.0
490,Poison,Fighting,85,505,Fighting,,45,1,0.49246231155778897
281,Dark,,66,480,Water,Ghost,60,0,0.0
405,Water,,58,330,Dark,,65,0,0.0
220,Grass,,30,600,Grass,,100,0,0.0
465,Electric,Steel,70,535,Electric,Steel,60,0,0.09799789251844046
630,Water,,78,410,Fighting,Psychic,80,1,1.0
495,Bug,Poison,145,580,Ice,,100,1,0.4604651162790698
290,Bug,,15,552,Fairy,,75,0,0.0
310,Fire,,45,670,Normal,,100,0,0.0
455,Ghost,,65,565,Dark,,115,0,0.0
485,Water,,52,484,Bug,Steel,109,0,0.0
455,Fighting,,95,292,Ground,Dark,65,1,1.0
525,Rock,Steel,40,600,Dark,,125,0,0.0
670,Normal,,100,303,Fairy,,42,1,1.0
360,Electric,,95,410,Ice,Water,45,1,0.6371681415929203
495,Fire,,93,720,Normal,,120,0,0.0
455,Normal,Psychic,85,278,Psychic,Fairy,50,1,1.0
250,Water,Fairy,40,405,Water,,50,0,0.0
300,Dragon,,50,480,Water,,45,0,0.0
440,Normal,,115,700,Dragon,Flying,120,0,0.0
380,Water,Rock,35,440,Rock,Psychic,70,0,0.0
525,Dark,,65,700,Dragon,Ice,95,0,0.0
509,Water,Ground,74,309,Ghost,Grass,38,1,1.0
205,Bug,,15,340,Water,Grass,50,0,0.0
290,Bug,,15,316,Grass,,64,0,0.0
288,Normal,,48,305,Water,Dark,65,0,0.0
525,Water,,65,430,Water,Ground,35,0,0.5497382198952879
600,Steel,Psychic,70,334,Grass,Ice,40,1,1.0
510,Water,Fighting,70,520,Electric,Fire,86,0,0.0
580,Psychic,,80,580,Water,Fighting,108,0,0.0
505,Dark,Flying,71,348,Dark,Fighting,48,1,1.0
590,Water,Psychic,30,500,Water,,59,0,0.0
405,Grass,,36,329,Poison,,65,0,0.0
320,Grass,Poison,30,420,Dark,,70,0,0.0
405,Water,,58,528,Fire,Fighting,65,0,0.0
380,Dark,Ghost,50,405,Electric,,95,0,0.0
205,Bug,,30,600,Dragon,Ground,102,0,0.0
580,Ice,,50,475,Water,Ground,39,0,0.5497630331753555
670,Normal,,100,530,Water,Steel,60,1,0.3872832369942196
210,Fighting,,35,384,Water,Ground,69,0,0.0
295,Water,,60,520,Steel,Ghost,60,0,0.0
300,Ground,,40,266,Bug,Ground,40,0,0.21994134897360704
290,Ground,,10,680,Dragon,Fire,90,0,0.0
480,Water,Ghost,60,470,Water,,65,0,0.0
335,Grass,,35,495,Bug,Steel,20,0,0.0
325,Water,,34,498,Fire,,101,0,0.0
525,Dark,,65,420,Dark,Dragon,58,1,0.38461538461538464
455,Fighting,,70,495,Rock,Bug,45,1,0.4789473684210526
490,Psychic,,30,275,Ghost,Fire,20,1,1.0
450,Fairy,,45,314,Water,,40,1,1.0
365,Poison,,65,308,Water,,35,0,0.5423476968796433
260,Psychic,,23,480,Ice,,80,0,0.0
600,Bug,Steel,75,480,Dark,Ghost,20,1,0.5555555555555556
490,Normal,,90,310,Normal,Flying,50,1,1.0
680,Steel,Dragon,90,280,Grass,Fairy,66,1,1.0
498,Ghost,Flying,80,525,Rock,Steel,40,1,0.19168591224018475
405,Bug,Grass,30,485,Ice,,50,0,0.0
205,Bug,,30,530,Water,,78,0,0.0
305,Water,,40,680,Fire,Flying,90,0,0.0
320,Water,,55,466,Psychic,,104,0,0.0
630,Steel,,50,580,Normal,Fighting,135,0,0.0
390,Grass,Poison,55,310,Fire,,45,0,0.38613861386138615
455,Poison,Flying,90,420,Dark,Dragon,58,1,0.52
440,Normal,,115,250,Normal,,31,1,1.0
260,Psychic,,23,494,Poison,Dragon,44,0,0.0
420,Normal,,70,528,Grass,,113,0,0.0
500,Steel,Psychic,33,498,Grass,,101,0,0.0
335,Grass,,35,355,Psychic,,68,0,0.0
224,Bug,,36,680,Psychic,Dark,80,0,0.0
325,Poison,,25,336,Psychic,,48,0,0.0
355,Rock,Water,55,329,Poison,,65,0,0.0
442,Normal,Flying,70,670,Ground,,90,0,0.0
358,Normal,Flying,65,411,Bug,Flying,89,0,0.0
390,Bug,Flying,95,470,Steel,Fairy,75,0,0.09397590361445783
600,Steel,Psychic,70,358,Normal,Flying,65,1,1.0
405,Grass,Poison,60,495,Rock,Water,80,0,0.0
330,Electric,,100,534,Fire,Psychic,104,0,0.0
385,Water,,90,630,Fire,Fighting,100,0,0.0
700,Dragon,Ground,92,535,Electric,Steel,60,1,1.0
310,Water,,40,320,Poison,Water,30,1,0.3263157894736842
464,Grass,Poison,30,288,Dark,Psychic,45,1,1.0
500,Poison,,50,330,Psychic,,60,1,1.0
480,Water,,45,334,Grass,Ice,40,1,1.0
780,Psychic,,140,440,Steel,,50,1,1.0
580,Water,,85,360,Normal,,60,1,1.0
237,Fighting,,25,470,Normal,,115,0,0.0
205,Bug,,15,510,Fighting,,105,0,0.0
420,Normal,,100,269,Bug,Water,65,1,1.0
365,Poison,,65,670,Normal,,100,0,0.0
515,Water,Poison,100,600,Dark,,125,0,0.0
309,Fire,,65,535,Water,Ice,60,0,0.0
325,Water,,34,348,Fighting,,43,0,0.0
275,Poison,,41,480,Grass,Fairy,116,0,0.0
295,Ghost,,45,446,Dark,,106,0,0.0
288,Poison,,55,580,Flying,,121,0,0.0
310,Ghost,Poison,80,310,Psychic,Fairy,60,1,0.8
305,Water,Dark,65,485,Ghost,Dark,35,0,0.0
525,Rock,Steel,40,446,Dark,,106,0,0.0
370,Dark,Flying,60,466,Psychic,,104,0,0.0
310,Normal,Flying,75,360,Bug,Poison,47,0,0.6326530612244898
490,Normal,,90,515,Normal,,50,1,0.48756218905472637
250,Fire,,20,360,Bug,Fire,60,0,0.0
430,Water,Ground,35,525,Psychic,,110,0,0.0
480,Water,,45,700,Dragon,Ice,95,0,0.0
485,Ground,Rock,40,278,Psychic,Fairy,50,1,1.0
435,Grass,,60,300,Dragon,,50,1,1.0
195,Bug,Poison,50,440,Electric,Ghost,91,0,0.0
430,Ground,Flying,85,510,Fighting,,105,0,0.0
415,Normal,,45,515,Normal,,60,0,0.0
630,Steel,,50,520,Steel,Ghost,60,0,0.0
251,Normal,Flying,56,424,Bug,Steel,36,0,0.0
500,Bug,Fighting,85,470,Water,,65,0,0.5154639175257731
630,Grass,Dragon,145,431,Electric,Fairy,101,1,1.0
535,Ice,,79,452,Dragon,,60,1,0.7030223390275953
490,Normal,,100,305,Grass,Steel,10,1,1.0
320,Ground,,35,465,Steel,Flying,70,0,0.0
488,Normal,Flying,93,348,Dark,Fighting,48,1,1.0
470,Psychic,Flying,95,534,Fire,Psychic,104,0,0.0
290,Ground,,10,316,Grass,,64,0,0.0
475,Normal,Grass,95,340,Dark,Steel,60,1,1.0
490,Poison,Fighting,85,300,Steel,,30,1,1.0
534,Fire,Fighting,108,325,Bug,Rock,55,1,1.0
525,Electric,,130,390,Bug,Flying,85,1,1.0
405,Grass,,95,600,Psychic,,180,0,0.0
290,Normal,,90,450,Normal,,50,0,0.0
253,Normal,,72,483,Ghost,,30,0,0.0
555,Fire,,95,600,Dragon,,80,0,0.3162393162393162
390,Bug,Flying,95,330,Normal,,40,1,0.5416666666666666
590,Psychic,,150,525,Ice,,65,0,0.5291479820627802
198,Psychic,Fairy,40,275,Normal,,55,0,0.0
401,Rock,Flying,70,507,Fire,Normal,106,0,0.0
462,Fairy,,29,600,Rock,Fairy,50,0,0.0
580,Ice,Flying,85,294,Water,,64,1,1.0
340,Poison,,35,310,Normal,Flying,50,0,0.0
280,Electric,,35,351,Ground,Dark,74,0,0.0
295,Electric,,65,405,Electric,,95,0,0.0
495,Rock,Bug,45,330,Water,,85,1,1.0
